Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 26
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;09:30;2019-10-07T09:30:00+02:00;4088;1319;;37;336;679;0;78;1638;32.27;40.24;;;0.91;77.08;8.22;26.05;16.61;20.78;1.91;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;11:15;2019-10-07T11:15:00+02:00;4241;1204;;48;742;440;0;80;1726;28.39;36.73;;;1.13;100.0;17.5;57.52;10.37;13.46;1.89;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;12:00;2019-10-07T12:00:00+02:00;4298;970;;47;786;375;0;80;2039;22.57;29.59;;;1.09;97.92;18.29;60.93;8.72;11.47;1.86;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;12:30;2019-10-07T12:30:00+02:00;4364;1053;;46;905;356;0;74;1932;24.13;32.12;;;1.05;95.83;20.74;70.16;8.16;10.89;1.7;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;12:45;2019-10-07T12:45:00+02:00;4322;1067;;47;919;334;0;76;1878;24.69;32.55;;;1.09;97.92;21.26;71.24;7.73;10.22;1.76;25.94;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;15:15;2019-10-07T15:15:00+02:00;4248;1291;;47;851;448;0;75;1535;30.39;39.38;;;1.11;97.92;20.03;65.97;10.55;13.71;1.77;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;16:15;2019-10-07T16:15:00+02:00;4132;1266;;44;688;345;0;73;1716;30.64;38.62;;;1.06;91.67;16.65;53.33;8.35;10.56;1.77;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;16:30;2019-10-07T16:30:00+02:00;4098;1284;;46;630;343;0;74;1722;31.33;39.17;;;1.12;95.83;15.37;48.84;8.37;10.5;1.81;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;17:15;2019-10-07T17:15:00+02:00;3998;1286;;45;442;502;0;72;1651;32.17;39.23;;;1.13;93.75;11.06;34.26;12.56;15.36;1.8;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;17:45;2019-10-07T17:45:00+02:00;4056;1307;;44;288;494;0;81;1841;32.22;39.87;;;1.08;91.67;7.1;22.33;12.18;15.12;2.0;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;20:15;2019-10-07T20:15:00+02:00;4423;1286;;40;0;1110;0;73;1895;29.08;39.23;;;0.9;83.33;0.0;0.0;25.1;33.97;1.65;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;20:45;2019-10-07T20:45:00+02:00;4146;1196;;27;0;638;0;74;2199;28.85;36.49;;;0.65;56.25;0.0;0.0;15.39;19.52;1.78;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;21:15;2019-10-07T21:15:00+02:00;3795;1141;;34;0;464;0;73;2070;30.07;34.81;;;0.9;70.83;0.0;0.0;12.23;14.2;1.92;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-07;21:30;2019-10-07T21:30:00+02:00;3733;1257;;33;0;464;0;74;1893;33.67;38.35;;;0.88;68.75;0.0;0.0;12.43;14.2;1.98;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;00:15;2019-10-08T00:15:00+02:00;3724;620;;19;0;324;0;74;2675;16.65;18.91;;;0.51;39.58;0.0;0.0;8.7;9.91;1.99;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;01:15;2019-10-08T01:15:00+02:00;3396;947;;15;0;252;0;75;2096;27.89;28.89;;;0.44;31.25;0.0;0.0;7.42;7.71;2.21;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;03:30;2019-10-08T03:30:00+02:00;3107;958;;9;0;255;-50;74;1848;30.83;29.23;;;0.29;18.75;0.0;0.0;8.21;7.8;2.38;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;04:00;2019-10-08T04:00:00+02:00;3064;724;;9;0;254;-50;72;2045;23.63;22.09;;;0.29;18.75;0.0;0.0;8.29;7.77;2.35;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;05:45;2019-10-08T05:45:00+02:00;3242;733;;6;0;251;0;72;2169;22.61;22.36;;;0.19;12.5;0.0;0.0;7.74;7.68;2.22;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;06:15;2019-10-08T06:15:00+02:00;3412;905;;8;0;427;0;72;1987;26.52;27.61;;;0.23;16.67;0.0;0.0;12.51;13.07;2.11;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;10:30;2019-10-08T10:30:00+02:00;4154;1301;;1;607;586;0;72;1588;31.32;39.69;;;0.02;2.08;14.61;47.05;14.11;17.93;1.73;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;11:15;2019-10-08T11:15:00+02:00;4136;1259;;1;744;592;0;72;1469;30.44;38.41;;;0.02;2.08;17.99;57.67;14.31;18.12;1.74;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;12:15;2019-10-08T12:15:00+02:00;4370;1276;;1;855;588;0;72;1576;29.2;38.93;;;0.02;2.08;19.57;66.28;13.46;17.99;1.65;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;13:45;2019-10-08T13:45:00+02:00;4197;1009;;1;907;302;0;75;1903;24.04;30.78;;;0.02;2.08;21.61;70.31;7.2;9.24;1.79;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;14:45;2019-10-08T14:45:00+02:00;4264;1182;;2;861;418;0;74;1728;27.72;36.06;;;0.05;4.17;20.19;66.74;9.8;12.79;1.74;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;15:00;2019-10-08T15:00:00+02:00;4213;1189;;2;834;425;0;75;1688;28.22;36.27;;;0.05;4.17;19.8;64.65;10.09;13.0;1.78;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;16:15;2019-10-08T16:15:00+02:00;3975;1188;;3;654;312;-50;74;1794;29.89;36.24;;;0.08;6.25;16.45;50.7;7.85;9.55;1.86;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;18:00;2019-10-08T18:00:00+02:00;3999;1180;;4;198;423;0;75;2120;29.51;36.0;;;0.1;8.33;4.95;15.35;10.58;12.94;1.88;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;18:30;2019-10-08T18:30:00+02:00;4159;1255;;1;77;492;0;75;2259;30.18;38.29;;;0.02;2.08;1.85;5.97;11.83;15.06;1.8;25.6;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;21:45;2019-10-08T21:45:00+02:00;3898;712;;1;0;418;0;72;2684;18.27;21.72;;;0.03;2.08;0.0;0.0;10.72;12.79;1.85;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-08;23:15;2019-10-08T23:15:00+02:00;4417;1183;;1;0;245;0;74;2904;26.78;36.09;;;0.02;2.08;0.0;0.0;5.55;7.5;1.68;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;00:30;2019-10-09T00:30:00+02:00;3715;1035;;1;0;233;0;74;2360;27.86;31.57;;;0.03;2.08;0.0;0.0;6.27;7.13;1.99;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;01:15;2019-10-09T01:15:00+02:00;3613;925;;1;0;209;0;73;2393;25.6;28.22;;;0.03;2.08;0.0;0.0;5.78;6.4;2.02;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;01:45;2019-10-09T01:45:00+02:00;3411;889;;1;0;243;0;71;2195;26.06;27.12;;;0.03;2.08;0.0;0.0;7.12;7.44;2.08;24.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;03:15;2019-10-09T03:15:00+02:00;3298;520;;1;0;206;-51;74;2537;15.77;15.86;;;0.03;2.08;0.0;0.0;6.25;6.3;2.24;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;03:30;2019-10-09T03:30:00+02:00;3274;486;;1;0;205;-51;71;2551;14.84;14.83;;;0.03;2.08;0.0;0.0;6.26;6.27;2.17;24.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;05:30;2019-10-09T05:30:00+02:00;3222;524;;1;0;205;-51;73;2458;16.26;15.99;;;0.03;2.08;0.0;0.0;6.36;6.27;2.27;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;05:45;2019-10-09T05:45:00+02:00;3295;997;;1;0;200;0;73;2013;30.26;30.41;;;0.03;2.08;0.0;0.0;6.07;6.12;2.22;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;06:45;2019-10-09T06:45:00+02:00;3726;1122;;1;0;272;0;73;2246;30.11;34.23;;;0.03;2.08;0.0;0.0;7.3;8.32;1.96;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;07:15;2019-10-09T07:15:00+02:00;3846;1247;;1;0;445;0;72;2069;32.42;38.04;;;0.03;2.08;0.0;0.0;11.57;13.62;1.87;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;08:30;2019-10-09T08:30:00+02:00;4084;1085;;1;45;668;0;74;2211;26.57;33.1;;;0.02;2.08;1.1;3.49;16.36;20.44;1.81;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;09:15;2019-10-09T09:15:00+02:00;4224;1288;;1;154;660;0;72;2050;30.49;39.29;;;0.02;2.08;3.65;11.94;15.63;20.2;1.7;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;12:15;2019-10-09T12:15:00+02:00;4437;1259;;1;302;624;0;74;2177;28.38;38.41;;;0.02;2.08;6.81;23.41;14.06;19.09;1.67;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;12:45;2019-10-09T12:45:00+02:00;4401;1239;;1;317;605;0;74;2165;28.15;37.8;;;0.02;2.08;7.2;24.57;13.75;18.51;1.68;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;15:15;2019-10-09T15:15:00+02:00;4338;1048;;3;242;454;-50;73;2567;24.16;31.97;;;0.07;6.25;5.58;18.76;10.47;13.89;1.68;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;16:00;2019-10-09T16:00:00+02:00;4212;1029;;4;224;478;-50;71;2456;24.43;31.39;;;0.09;8.33;5.32;17.36;11.35;14.63;1.69;24.23;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;18:30;2019-10-09T18:30:00+02:00;4207;1212;;5;66;417;0;73;2435;28.81;36.97;;;0.12;10.42;1.57;5.12;9.91;12.76;1.74;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;19:30;2019-10-09T19:30:00+02:00;4572;1295;;10;19;753;0;74;2421;28.32;39.51;;;0.22;20.83;0.42;1.47;16.47;23.04;1.62;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;20:15;2019-10-09T20:15:00+02:00;4378;1302;;8;0;697;0;74;2284;29.74;39.72;;;0.18;16.67;0.0;0.0;15.92;21.33;1.69;25.26;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-09;20:30;2019-10-09T20:30:00+02:00;4312;1143;;8;0;652;0;73;2422;26.51;34.87;;;0.19;16.67;0.0;0.0;15.12;19.95;1.69;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;00:15;2019-10-10T00:15:00+02:00;4034;912;;16;0;318;0;73;2702;22.61;27.82;;;0.4;33.33;0.0;0.0;7.88;9.73;1.81;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;02:15;2019-10-10T02:15:00+02:00;3780;883;;12;0;247;0;72;2553;23.36;26.94;;;0.32;25.0;0.0;0.0;6.53;7.56;1.9;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;04:30;2019-10-10T04:30:00+02:00;3254;552;;9;0;252;0;72;2355;16.96;16.84;;;0.28;18.75;0.0;0.0;7.74;7.71;2.21;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;06:00;2019-10-10T06:00:00+02:00;3461;750;;10;0;304;0;73;2311;21.67;22.88;;;0.29;20.83;0.0;0.0;8.78;9.3;2.11;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;06:15;2019-10-10T06:15:00+02:00;3623;1039;;9;0;355;0;73;2135;28.68;31.7;;;0.25;18.75;0.0;0.0;9.8;10.86;2.01;24.91;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;06:45;2019-10-10T06:45:00+02:00;3757;1158;;9;0;517;0;72;1988;30.82;35.33;;;0.24;18.75;0.0;0.0;13.76;15.82;1.92;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;07:15;2019-10-10T07:15:00+02:00;3947;1092;;9;0;771;0;72;1991;27.67;33.31;;;0.23;18.75;0.0;0.0;19.53;23.59;1.82;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;07:30;2019-10-10T07:30:00+02:00;4032;1126;;9;13;797;0;72;2015;27.93;34.35;;;0.22;18.75;0.32;1.01;19.77;24.39;1.79;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;10:00;2019-10-10T10:00:00+02:00;4215;1307;;7;470;652;0;72;1706;31.01;39.87;;;0.17;14.58;11.15;36.43;15.47;19.95;1.71;24.57;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;15:00;2019-10-10T15:00:00+02:00;4259;778;;18;845;310;0;87;2221;18.27;23.73;;;0.42;37.5;19.84;65.5;7.28;9.49;2.04;29.69;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;16:15;2019-10-10T16:15:00+02:00;4100;824;;17;664;320;0;78;2198;20.1;25.14;;;0.41;35.42;16.2;51.47;7.8;9.79;1.9;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;17:00;2019-10-10T17:00:00+02:00;3992;836;;19;495;305;0;81;2257;20.94;25.5;;;0.48;39.58;12.4;38.37;7.64;9.33;2.03;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;17:15;2019-10-10T17:15:00+02:00;3968;834;;20;419;338;0;79;2277;21.02;25.44;;;0.5;41.67;10.56;32.48;8.52;10.34;1.99;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;19:30;2019-10-10T19:30:00+02:00;4572;894;;15;20;996;0;81;2566;19.55;27.27;;;0.33;31.25;0.44;1.55;21.78;30.48;1.77;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;20:45;2019-10-10T20:45:00+02:00;4192;870;;15;0;590;0;82;2622;20.75;26.54;;;0.36;31.25;0.0;0.0;14.07;18.05;1.96;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;21:00;2019-10-10T21:00:00+02:00;4188;834;;16;0;588;0;80;2658;19.91;25.44;;;0.38;33.33;0.0;0.0;14.04;17.99;1.91;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-10;22:15;2019-10-10T22:15:00+02:00;3837;892;;18;0;383;0;81;2451;23.25;27.21;;;0.47;37.5;0.0;0.0;9.98;11.72;2.11;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;01:30;2019-10-11T01:30:00+02:00;3553;122;;9;0;323;0;82;3006;3.43;3.72;;;0.25;18.75;0.0;0.0;9.09;9.88;2.31;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;04:15;2019-10-11T04:15:00+02:00;3290;122;;4;0;225;-51;81;2897;3.71;3.72;;;0.12;8.33;0.0;0.0;6.84;6.88;2.46;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;05:30;2019-10-11T05:30:00+02:00;3289;258;;2;0;225;-51;81;2762;7.84;7.87;;;0.06;4.17;0.0;0.0;6.84;6.88;2.46;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;05:45;2019-10-11T05:45:00+02:00;3383;339;;2;0;227;-51;81;2774;10.02;10.34;;;0.06;4.17;0.0;0.0;6.71;6.95;2.39;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;10:00;2019-10-11T10:00:00+02:00;4292;1163;;1;469;521;0;82;2055;27.1;35.48;;;0.02;2.08;10.93;36.36;12.14;15.94;1.91;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;11:00;2019-10-11T11:00:00+02:00;4228;942;;2;649;420;0;80;2136;22.28;28.74;;;0.05;4.17;15.35;50.31;9.93;12.85;1.89;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;11:45;2019-10-11T11:45:00+02:00;4311;945;;2;789;414;0;80;2081;21.92;28.83;;;0.05;4.17;18.3;61.16;9.6;12.67;1.86;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;12:15;2019-10-11T12:15:00+02:00;4478;956;;3;869;253;0;84;2315;21.35;29.16;;;0.07;6.25;19.41;67.36;5.65;7.74;1.88;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;12:30;2019-10-11T12:30:00+02:00;4381;959;;5;862;259;0;81;2215;21.89;29.26;;;0.11;10.42;19.68;66.82;5.91;7.93;1.85;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;13:30;2019-10-11T13:30:00+02:00;4328;1023;;8;819;237;0;78;2164;23.64;31.21;;;0.18;16.67;18.92;63.49;5.48;7.25;1.8;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;14:15;2019-10-11T14:15:00+02:00;4429;1002;;12;878;255;0;80;2202;22.62;30.57;;;0.27;25.0;19.82;68.06;5.76;7.8;1.81;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;14:45;2019-10-11T14:45:00+02:00;4252;635;;11;769;258;0;82;2497;14.93;19.37;;;0.26;22.92;18.09;59.61;6.07;7.89;1.93;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;18:45;2019-10-11T18:45:00+02:00;4129;1304;;4;33;311;0;82;2394;31.58;39.78;;;0.1;8.33;0.8;2.56;7.53;9.52;1.99;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-11;21:00;2019-10-11T21:00:00+02:00;4052;938;;4;0;437;0;82;2579;23.15;28.62;;;0.1;8.33;0.0;0.0;10.78;13.37;2.02;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;00:30;2019-10-12T00:30:00+02:00;3812;122;;8;0;263;0;80;3328;3.2;3.72;;;0.21;16.67;0.0;0.0;6.9;8.05;2.1;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;00:45;2019-10-12T00:45:00+02:00;3672;122;;8;0;255;0;82;3193;3.32;3.72;;;0.22;16.67;0.0;0.0;6.94;7.8;2.23;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;01:00;2019-10-12T01:00:00+02:00;3664;122;;8;0;257;0;81;3184;3.33;3.72;;;0.22;16.67;0.0;0.0;7.01;7.86;2.21;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;02:45;2019-10-12T02:45:00+02:00;3476;122;;9;0;246;-51;81;3057;3.51;3.72;;;0.26;18.75;0.0;0.0;7.08;7.53;2.33;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;03:45;2019-10-12T03:45:00+02:00;3220;122;;9;0;246;-51;80;2803;3.79;3.72;;;0.28;18.75;0.0;0.0;7.64;7.53;2.48;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;04:00;2019-10-12T04:00:00+02:00;3192;122;;9;0;243;-51;81;2777;3.82;3.72;;;0.28;18.75;0.0;0.0;7.61;7.44;2.54;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;05:00;2019-10-12T05:00:00+02:00;3133;122;;9;0;241;-51;81;2719;3.89;3.72;;;0.29;18.75;0.0;0.0;7.69;7.37;2.59;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;06:30;2019-10-12T06:30:00+02:00;3272;122;;9;0;277;-51;82;2822;3.73;3.72;;;0.28;18.75;0.0;0.0;8.47;8.48;2.51;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;07:00;2019-10-12T07:00:00+02:00;3338;131;;10;0;277;-51;80;2880;3.92;4.0;;;0.3;20.83;0.0;0.0;8.3;8.48;2.4;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;07:15;2019-10-12T07:15:00+02:00;3352;163;;9;0;274;-51;80;2866;4.86;4.97;;;0.27;18.75;0.0;0.0;8.17;8.38;2.39;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;08:45;2019-10-12T08:45:00+02:00;3623;547;;10;50;254;0;79;2683;15.1;16.69;;;0.28;20.83;1.38;3.88;7.01;7.77;2.18;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;11:15;2019-10-12T11:15:00+02:00;4093;878;;18;184;287;0;81;2646;21.45;26.78;;;0.44;37.5;4.5;14.26;7.01;8.78;1.98;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;13:00;2019-10-12T13:00:00+02:00;4298;853;;20;273;239;0;79;2833;19.85;26.02;;;0.47;41.67;6.35;21.16;5.56;7.31;1.84;26.96;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;13:45;2019-10-12T13:45:00+02:00;4139;523;;22;238;232;0;78;3046;12.64;15.95;;;0.53;45.83;5.75;18.45;5.61;7.1;1.88;26.62;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;17:15;2019-10-12T17:15:00+02:00;3777;1157;;13;195;338;0;80;1995;30.63;35.3;;;0.34;27.08;5.16;15.12;8.95;10.34;2.12;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;17:30;2019-10-12T17:30:00+02:00;3715;1176;;12;162;385;0;80;1900;31.66;35.88;;;0.32;25.0;4.36;12.56;10.36;11.78;2.15;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;18:00;2019-10-12T18:00:00+02:00;3785;1241;;10;89;545;0;82;1817;32.79;37.86;;;0.26;20.83;2.35;6.9;14.4;16.68;2.17;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;18:45;2019-10-12T18:45:00+02:00;3971;1269;;9;31;688;0;82;1893;31.96;38.71;;;0.23;18.75;0.78;2.4;17.33;21.05;2.06;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;20:15;2019-10-12T20:15:00+02:00;4131;1265;;7;0;801;0;82;1963;30.62;38.59;;;0.17;14.58;0.0;0.0;19.39;24.51;1.98;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;20:30;2019-10-12T20:30:00+02:00;4051;1245;;7;0;781;0;81;1926;30.73;37.98;;;0.17;14.58;0.0;0.0;19.28;23.9;2.0;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;21:00;2019-10-12T21:00:00+02:00;3916;1169;;7;0;733;0;80;1916;29.85;35.66;;;0.18;14.58;0.0;0.0;18.72;22.43;2.04;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;21:15;2019-10-12T21:15:00+02:00;3845;1264;;6;0;761;0;82;1720;32.87;38.56;;;0.16;12.5;0.0;0.0;19.79;23.29;2.13;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;22:15;2019-10-12T22:15:00+02:00;3752;1163;;5;0;498;0;81;1991;31.0;35.48;;;0.13;10.42;0.0;0.0;13.27;15.24;2.16;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;22:30;2019-10-12T22:30:00+02:00;3776;1166;;5;0;497;0;81;2016;30.88;35.57;;;0.13;10.42;0.0;0.0;13.16;15.21;2.15;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-12;23:15;2019-10-12T23:15:00+02:00;4425;1272;;5;0;233;0;80;2823;28.75;38.8;;;0.11;10.42;0.0;0.0;5.27;7.13;1.81;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;00:00;2019-10-13T00:00:00+02:00;4012;1224;;5;0;234;0;83;2454;30.51;37.34;;;0.12;10.42;0.0;0.0;5.83;7.16;2.07;28.33;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;01:45;2019-10-13T01:45:00+02:00;3517;122;;5;0;221;0;82;3075;3.47;3.72;;;0.14;10.42;0.0;0.0;6.28;6.76;2.33;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;03:15;2019-10-13T03:15:00+02:00;3303;122;;7;0;216;0;82;2865;3.69;3.72;;;0.21;14.58;0.0;0.0;6.54;6.61;2.48;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;06:30;2019-10-13T06:30:00+02:00;3178;122;;6;0;224;-51;81;2785;3.84;3.72;;;0.19;12.5;0.0;0.0;7.05;6.85;2.55;27.65;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;07:00;2019-10-13T07:00:00+02:00;3225;122;;6;0;241;0;82;2763;3.78;3.72;;;0.19;12.5;0.0;0.0;7.47;7.37;2.54;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;07:15;2019-10-13T07:15:00+02:00;3210;122;;5;0;235;0;80;2756;3.8;3.72;;;0.16;10.42;0.0;0.0;7.32;7.19;2.49;27.3;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;07:45;2019-10-13T07:45:00+02:00;3198;122;;5;12;248;0;82;2730;3.81;3.72;;;0.16;10.42;0.38;0.93;7.75;7.59;2.56;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;08:00;2019-10-13T08:00:00+02:00;3224;122;;5;20;252;0;82;2743;3.78;3.72;;;0.16;10.42;0.62;1.55;7.82;7.71;2.54;27.99;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;09:00;2019-10-13T09:00:00+02:00;3528;122;;5;117;320;0;84;2880;3.46;3.72;;;0.14;10.42;3.32;9.07;9.07;9.79;2.38;28.67;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2019-10-13;09:15;2019-10-13T09:15:00+02:00;3613;122;;5;148;350;0;81;2907;3.38;3.72;;;0.14;10.42;4.1;11.47;9.69;10.71;2.24;27.65;
